Source	Target	Type	Weight
8	218	Directed	1
221	220	Directed	1
12	220	Directed	1
223	222	Directed	1
224	222	Directed	1
14	225	Directed	1
226	225	Directed	1
228	227	Directed	1
47	227	Directed	1
14	231	Directed	1
232	231	Directed	1
234	233	Directed	1
66	233	Directed	1
8	236	Directed	1
237	236	Directed	1
8	238	Directed	1
239	238	Directed	1
47	238	Directed	1
8	240	Directed	1
241	240	Directed	1
243	242	Directed	1
47	242	Directed	1
245	244	Directed	1
43	244	Directed	1
8	246	Directed	1
247	246	Directed	1
78	246	Directed	1
248	246	Directed	1
251	250	Directed	1
32	250	Directed	1
251	250	Directed	1
253	252	Directed	1
47	252	Directed	1
61	255	Directed	1
256	255	Directed	1
3	257	Directed	1
258	257	Directed	1
70	259	Directed	1
260	259	Directed	1
14	261	Directed	1
262	261	Directed	1
263	261	Directed	1
265	264	Directed	1
40	264	Directed	1
14	266	Directed	1
267	266	Directed	1
269	268	Directed	1
12	268	Directed	1
8	270	Directed	1
271	270	Directed	1
78	272	Directed	1
118	272	Directed	1
274	273	Directed	1
171	273	Directed	1
275	273	Directed	1
276	273	Directed	1
61	277	Directed	1
278	277	Directed	1
61	279	Directed	1
280	279	Directed	1
251	281	Directed	1
194	281	Directed	1
32	281	Directed	1
3	282	Directed	1
283	282	Directed	1
14	284	Directed	1
285	284	Directed	1
61	286	Directed	1
287	286	Directed	1
8	288	Directed	1
289	288	Directed	1
8	291	Directed	1
292	291	Directed	1
293	291	Directed	1
8	294	Directed	1
295	294	Directed	1
8	298	Directed	1
299	298	Directed	1
14	300	Directed	1
8	300	Directed	1
8	300	Directed	1
82	300	Directed	1
58	301	Directed	1
302	301	Directed	1
38	303	Directed	1
304	303	Directed	1
8	305	Directed	1
306	305	Directed	1
253	307	Directed	1
105	307	Directed	1
309	308	Directed	1
43	308	Directed	1
8	310	Directed	1
311	310	Directed	1
314	313	Directed	1
315	313	Directed	1
316	313	Directed	1
69	313	Directed	1
14	317	Directed	1
318	317	Directed	1
293	317	Directed	1
320	319	Directed	1
70	319	Directed	1
91	321	Directed	1
234	321	Directed	1
69	321	Directed	1
323	322	Directed	1
8	322	Directed	1
324	322	Directed	1
8	325	Directed	1
8	325	Directed	1
223	325	Directed	1
8	325	Directed	1
8	325	Directed	1
8	326	Directed	1
327	326	Directed	1
61	328	Directed	1
329	328	Directed	1
61	330	Directed	1
331	330	Directed	1
14	332	Directed	1
118	332	Directed	1
333	332	Directed	1
14	334	Directed	1
38	334	Directed	1
179	334	Directed	1
14	335	Directed	1
336	335	Directed	1
115	338	Directed	1
339	338	Directed	1
118	340	Directed	1
181	340	Directed	1
47	340	Directed	1
342	341	Directed	1
248	341	Directed	1
342	341	Directed	1
248	341	Directed	1
344	343	Directed	1
32	343	Directed	1
8	345	Directed	1
346	345	Directed	1
348	347	Directed	1
47	347	Directed	1
58	349	Directed	1
350	349	Directed	1
61	351	Directed	1
352	351	Directed	1
355	354	Directed	1
164	354	Directed	1
91	356	Directed	1
35	356	Directed	1
183	356	Directed	1
61	357	Directed	1
358	357	Directed	1
61	360	Directed	1
361	360	Directed	1
61	362	Directed	1
7	362	Directed	1
364	363	Directed	1
31	363	Directed	1
58	365	Directed	1
366	365	Directed	1
368	367	Directed	1
43	367	Directed	1
31	369	Directed	1
370	369	Directed	1
373	372	Directed	1
31	372	Directed	1
8	374	Directed	1
375	374	Directed	1
8	374	Directed	1
376	374	Directed	1
8	374	Directed	1
31	379	Directed	1
380	379	Directed	1
61	381	Directed	1
382	381	Directed	1
383	381	Directed	1
58	384	Directed	1
12	384	Directed	1
31	387	Directed	1
388	387	Directed	1
35	391	Directed	1
392	391	Directed	1
14	393	Directed	1
394	393	Directed	1
61	397	Directed	1
398	397	Directed	1
8	400	Directed	1
401	400	Directed	1
8	402	Directed	1
403	402	Directed	1
61	405	Directed	1
406	405	Directed	1
8	407	Directed	1
408	407	Directed	1
14	409	Directed	1
8	409	Directed	1
410	409	Directed	1
61	414	Directed	1
415	414	Directed	1
61	416	Directed	1
417	416	Directed	1
61	420	Directed	1
421	420	Directed	1
61	422	Directed	1
423	422	Directed	1
426	425	Directed	1
47	425	Directed	1
429	428	Directed	1
12	428	Directed	1
58	430	Directed	1
431	430	Directed	1
8	432	Directed	1
38	432	Directed	1
8	432	Directed	1
171	432	Directed	1
179	432	Directed	1
8	434	Directed	1
435	434	Directed	1
14	436	Directed	1
437	436	Directed	1
14	442	Directed	1
443	442	Directed	1
446	445	Directed	1
316	445	Directed	1
69	445	Directed	1
448	447	Directed	1
8	447	Directed	1
448	447	Directed	1
8	447	Directed	1
8	449	Directed	1
450	449	Directed	1
8	451	Directed	1
452	451	Directed	1
424	453	Directed	1
47	453	Directed	1
8	455	Directed	1
456	455	Directed	1
8	458	Directed	1
459	458	Directed	1
14	461	Directed	1
462	461	Directed	1
8	464	Directed	1
465	464	Directed	1
61	467	Directed	1
468	467	Directed	1
171	469	Directed	1
470	469	Directed	1
8	471	Directed	1
472	471	Directed	1
105	471	Directed	1
3	475	Directed	1
79	475	Directed	1
477	476	Directed	1
179	476	Directed	1
61	479	Directed	1
480	479	Directed	1
61	481	Directed	1
482	481	Directed	1
61	484	Directed	1
485	484	Directed	1
275	486	Directed	1
276	486	Directed	1
26	487	Directed	1
78	487	Directed	1
489	488	Directed	1
40	488	Directed	1
58	490	Directed	1
491	490	Directed	1
61	492	Directed	1
493	492	Directed	1
61	494	Directed	1
495	494	Directed	1
8	496	Directed	1
293	496	Directed	1
497	496	Directed	1
78	498	Directed	1
31	498	Directed	1
61	499	Directed	1
500	499	Directed	1
118	501	Directed	1
181	501	Directed	1
502	501	Directed	1
8	501	Directed	1
8	505	Directed	1
506	505	Directed	1
508	507	Directed	1
509	507	Directed	1
61	510	Directed	1
511	510	Directed	1
8	512	Directed	1
513	512	Directed	1
8	514	Directed	1
293	514	Directed	1
8	515	Directed	1
516	515	Directed	1
8	519	Directed	1
520	519	Directed	1
8	522	Directed	1
523	522	Directed	1
118	524	Directed	1
525	524	Directed	1
38	526	Directed	1
8	526	Directed	1
527	526	Directed	1
8	529	Directed	1
530	529	Directed	1
532	531	Directed	1
43	531	Directed	1
534	533	Directed	1
47	533	Directed	1
38	535	Directed	1
304	535	Directed	1
24	535	Directed	1
8	537	Directed	1
538	537	Directed	1
61	540	Directed	1
541	540	Directed	1
8	542	Directed	1
543	542	Directed	1
14	544	Directed	1
118	544	Directed	1
181	544	Directed	1
502	544	Directed	1
8	545	Directed	1
546	545	Directed	1
548	547	Directed	1
43	547	Directed	1
8	550	Directed	1
551	550	Directed	1
61	552	Directed	1
38	552	Directed	1
8	552	Directed	1
553	552	Directed	1
555	554	Directed	1
179	554	Directed	1
8	556	Directed	1
557	556	Directed	1
91	558	Directed	1
559	558	Directed	1
91	560	Directed	1
561	560	Directed	1
61	562	Directed	1
563	562	Directed	1
8	564	Directed	1
565	564	Directed	1
567	566	Directed	1
448	566	Directed	1
569	568	Directed	1
47	568	Directed	1
8	570	Directed	1
38	570	Directed	1
571	570	Directed	1
383	570	Directed	1
12	572	Directed	1
8	572	Directed	1
573	572	Directed	1
8	572	Directed	1
575	574	Directed	1
29	574	Directed	1
8	576	Directed	1
577	576	Directed	1
8	579	Directed	1
580	579	Directed	1
14	581	Directed	1
582	581	Directed	1
132	584	Directed	1
585	584	Directed	1
118	584	Directed	1
586	584	Directed	1
61	587	Directed	1
588	587	Directed	1
590	589	Directed	1
47	589	Directed	1
592	591	Directed	1
219	591	Directed	1
251	591	Directed	1
594	593	Directed	1
314	593	Directed	1
8	593	Directed	1
61	595	Directed	1
596	595	Directed	1
8	597	Directed	1
70	597	Directed	1
234	597	Directed	1
219	597	Directed	1
32	599	Directed	1
251	599	Directed	1
82	599	Directed	1
69	600	Directed	1
31	600	Directed	1
124	600	Directed	1
8	601	Directed	1
585	601	Directed	1
8	602	Directed	1
603	602	Directed	1
606	605	Directed	1
606	605	Directed	1
43	605	Directed	1
61	607	Directed	1
608	607	Directed	1
610	609	Directed	1
611	609	Directed	1
8	612	Directed	1
613	612	Directed	1
116	614	Directed	1
145	614	Directed	1
146	614	Directed	1
8	615	Directed	1
61	615	Directed	1
70	615	Directed	1
61	616	Directed	1
617	616	Directed	1
3	618	Directed	1
38	618	Directed	1
179	618	Directed	1
91	619	Directed	1
91	619	Directed	1
8	621	Directed	1
622	621	Directed	1
8	623	Directed	1
624	623	Directed	1
3	625	Directed	1
626	625	Directed	1
8	627	Directed	1
628	627	Directed	1
61	629	Directed	1
630	629	Directed	1
8	631	Directed	1
274	631	Directed	1
171	631	Directed	1
275	631	Directed	1
276	631	Directed	1
61	632	Directed	1
575	632	Directed	1
14	635	Directed	1
636	635	Directed	1
637	635	Directed	1
38	638	Directed	1
304	638	Directed	1
31	638	Directed	1
14	639	Directed	1
640	639	Directed	1
61	641	Directed	1
642	641	Directed	1
644	643	Directed	1
258	643	Directed	1
116	645	Directed	1
646	645	Directed	1
14	647	Directed	1
648	647	Directed	1
14	650	Directed	1
651	650	Directed	1
653	652	Directed	1
654	652	Directed	1
654	652	Directed	1
656	655	Directed	1
248	655	Directed	1
656	655	Directed	1
248	655	Directed	1
659	658	Directed	1
636	658	Directed	1
12	658	Directed	1
8	660	Directed	1
243	660	Directed	1
14	661	Directed	1
662	661	Directed	1
8	663	Directed	1
664	663	Directed	1
667	666	Directed	1
668	666	Directed	1
43	666	Directed	1
8	669	Directed	1
670	669	Directed	1
8	671	Directed	1
636	671	Directed	1
637	671	Directed	1
448	672	Directed	1
673	672	Directed	1
8	674	Directed	1
675	674	Directed	1
375	676	Directed	1
677	676	Directed	1
115	678	Directed	1
118	678	Directed	1
679	678	Directed	1
8	680	Directed	1
681	680	Directed	1
118	682	Directed	1
586	682	Directed	1
118	684	Directed	1
685	684	Directed	1
8	687	Directed	1
688	687	Directed	1
14	689	Directed	1
8	689	Directed	1
690	689	Directed	1
14	692	Directed	1
693	692	Directed	1
70	694	Directed	1
695	694	Directed	1
8	697	Directed	1
698	697	Directed	1
38	699	Directed	1
234	699	Directed	1
8	699	Directed	1
248	699	Directed	1
58	701	Directed	1
637	701	Directed	1
14	702	Directed	1
355	702	Directed	1
704	703	Directed	1
12	703	Directed	1
8	703	Directed	1
116	706	Directed	1
477	706	Directed	1
14	707	Directed	1
508	707	Directed	1
61	708	Directed	1
709	708	Directed	1
23	711	Directed	1
24	711	Directed	1
124	711	Directed	1
116	712	Directed	1
713	712	Directed	1
226	714	Directed	1
47	714	Directed	1
61	715	Directed	1
38	715	Directed	1
142	715	Directed	1
14	716	Directed	1
717	716	Directed	1
8	719	Directed	1
720	719	Directed	1
8	719	Directed	1
8	719	Directed	1
383	719	Directed	1
383	719	Directed	1
32	721	Directed	1
690	721	Directed	1
14	722	Directed	1
723	722	Directed	1
14	724	Directed	1
725	724	Directed	1
726	724	Directed	1
14	727	Directed	1
728	727	Directed	1
61	729	Directed	1
730	729	Directed	1
55	731	Directed	1
40	731	Directed	1
43	731	Directed	1
733	732	Directed	1
734	732	Directed	1
735	732	Directed	1
14	736	Directed	1
737	736	Directed	1
739	738	Directed	1
739	738	Directed	1
251	740	Directed	1
179	740	Directed	1
14	741	Directed	1
160	741	Directed	1
61	742	Directed	1
743	742	Directed	1
61	744	Directed	1
745	744	Directed	1
14	746	Directed	1
112	746	Directed	1
43	746	Directed	1
8	747	Directed	1
748	747	Directed	1
14	749	Directed	1
750	749	Directed	1
383	751	Directed	1
383	751	Directed	1
383	751	Directed	1
8	752	Directed	1
753	752	Directed	1
754	752	Directed	1
8	755	Directed	1
756	755	Directed	1
61	757	Directed	1
758	757	Directed	1
12	759	Directed	1
105	759	Directed	1
8	760	Directed	1
761	760	Directed	1
3	762	Directed	1
763	762	Directed	1
3	764	Directed	1
765	764	Directed	1
8	766	Directed	1
31	766	Directed	1
78	766	Directed	1
66	766	Directed	1
768	767	Directed	1
47	767	Directed	1
567	769	Directed	1
91	769	Directed	1
8	770	Directed	1
771	770	Directed	1
773	772	Directed	1
47	772	Directed	1
8	775	Directed	1
58	775	Directed	1
59	775	Directed	1
8	776	Directed	1
777	776	Directed	1
8	778	Directed	1
779	778	Directed	1
3	780	Directed	1
24	780	Directed	1
781	780	Directed	1
31	782	Directed	1
5	782	Directed	1
3	783	Directed	1
784	783	Directed	1
8	785	Directed	1
786	785	Directed	1
8	787	Directed	1
788	787	Directed	1
8	789	Directed	1
790	789	Directed	1
8	791	Directed	1
792	791	Directed	1
376	793	Directed	1
794	793	Directed	1
43	795	Directed	1
14	795	Directed	1
43	795	Directed	1
796	795	Directed	1
798	797	Directed	1
47	797	Directed	1
8	799	Directed	1
800	799	Directed	1
8	801	Directed	1
802	801	Directed	1
14	803	Directed	1
38	803	Directed	1
8	803	Directed	1
626	803	Directed	1
754	804	Directed	1
713	804	Directed	1
14	805	Directed	1
806	805	Directed	1
91	807	Directed	1
808	807	Directed	1
810	809	Directed	1
47	809	Directed	1
14	811	Directed	1
812	811	Directed	1
8	813	Directed	1
814	813	Directed	1
8	815	Directed	1
816	815	Directed	1
31	817	Directed	1
320	817	Directed	1
70	817	Directed	1
819	818	Directed	1
91	818	Directed	1
821	820	Directed	1
43	820	Directed	1
61	822	Directed	1
662	822	Directed	1
46	824	Directed	1
12	824	Directed	1
8	825	Directed	1
826	825	Directed	1
47	825	Directed	1
61	827	Directed	1
648	827	Directed	1
829	828	Directed	1
47	828	Directed	1
61	830	Directed	1
831	830	Directed	1
833	832	Directed	1
834	832	Directed	1
61	835	Directed	1
836	835	Directed	1
61	837	Directed	1
316	837	Directed	1
61	838	Directed	1
839	838	Directed	1
549	840	Directed	1
733	840	Directed	1
324	840	Directed	1
91	841	Directed	1
118	841	Directed	1
181	841	Directed	1
318	842	Directed	1
293	842	Directed	1
116	843	Directed	1
485	843	Directed	1
796	844	Directed	1
845	844	Directed	1
637	844	Directed	1
847	846	Directed	1
657	846	Directed	1
254	848	Directed	1
293	848	Directed	1
3	849	Directed	1
850	849	Directed	1
21	852	Directed	1
47	852	Directed	1
91	853	Directed	1
854	853	Directed	1
331	855	Directed	1
8	855	Directed	1
14	856	Directed	1
115	856	Directed	1
8	856	Directed	1
84	857	Directed	1
12	857	Directed	1
860	859	Directed	1
861	859	Directed	1
863	862	Directed	1
864	862	Directed	1
40	862	Directed	1
866	865	Directed	1
8	865	Directed	1
868	867	Directed	1
40	867	Directed	1
132	869	Directed	1
765	869	Directed	1
61	870	Directed	1
871	870	Directed	1
324	872	Directed	1
873	872	Directed	1
875	874	Directed	1
876	874	Directed	1
73	877	Directed	1
29	877	Directed	1
61	879	Directed	1
880	879	Directed	1
61	881	Directed	1
882	881	Directed	1
61	883	Directed	1
884	883	Directed	1
887	886	Directed	1
219	886	Directed	1
251	886	Directed	1
32	886	Directed	1
889	888	Directed	1
8	888	Directed	1
891	890	Directed	1
43	890	Directed	1
819	892	Directed	1
448	892	Directed	1
91	893	Directed	1
626	893	Directed	1
61	894	Directed	1
895	894	Directed	1
8	896	Directed	1
897	896	Directed	1
61	898	Directed	1
899	898	Directed	1
901	900	Directed	1
91	900	Directed	1
903	902	Directed	1
12	902	Directed	1
14	904	Directed	1
905	904	Directed	1
78	906	Directed	1
613	906	Directed	1
47	906	Directed	1
61	907	Directed	1
160	907	Directed	1
8	908	Directed	1
909	908	Directed	1
61	910	Directed	1
728	910	Directed	1
61	911	Directed	1
912	911	Directed	1
61	913	Directed	1
914	913	Directed	1
61	915	Directed	1
806	915	Directed	1
61	916	Directed	1
917	916	Directed	1
845	918	Directed	1
637	918	Directed	1
61	919	Directed	1
812	919	Directed	1
8	920	Directed	1
172	920	Directed	1
14	921	Directed	1
761	921	Directed	1
923	922	Directed	1
654	922	Directed	1
654	922	Directed	1
292	924	Directed	1
293	924	Directed	1
35	925	Directed	1
551	925	Directed	1
8	927	Directed	1
928	927	Directed	1
61	929	Directed	1
930	929	Directed	1
61	932	Directed	1
508	932	Directed	1
8	933	Directed	1
934	933	Directed	1
78	933	Directed	1
293	933	Directed	1
160	935	Directed	1
31	935	Directed	1
8	936	Directed	1
78	936	Directed	1
613	936	Directed	1
61	937	Directed	1
164	937	Directed	1
8	938	Directed	1
939	938	Directed	1
61	940	Directed	1
941	940	Directed	1
819	942	Directed	1
654	942	Directed	1
8	943	Directed	1
720	943	Directed	1
944	943	Directed	1
8	945	Directed	1
61	945	Directed	1
946	945	Directed	1
14	947	Directed	1
24	947	Directed	1
8	947	Directed	1
8	948	Directed	1
949	948	Directed	1
61	950	Directed	1
951	950	Directed	1
953	952	Directed	1
954	952	Directed	1
61	955	Directed	1
956	955	Directed	1
654	957	Directed	1
654	957	Directed	1
115	957	Directed	1
8	957	Directed	1
61	958	Directed	1
959	958	Directed	1
61	960	Directed	1
961	960	Directed	1
43	962	Directed	1
248	962	Directed	1
43	962	Directed	1
963	962	Directed	1
965	964	Directed	1
12	964	Directed	1
61	966	Directed	1
967	966	Directed	1
61	968	Directed	1
969	968	Directed	1
314	970	Directed	1
971	970	Directed	1
47	970	Directed	1
8	973	Directed	1
965	973	Directed	1
61	974	Directed	1
437	974	Directed	1
58	975	Directed	1
976	975	Directed	1
978	977	Directed	1
248	977	Directed	1
4	979	Directed	1
8	979	Directed	1
8	980	Directed	1
981	980	Directed	1
293	980	Directed	1
234	982	Directed	1
219	982	Directed	1
116	983	Directed	1
342	983	Directed	1
248	983	Directed	1
14	984	Directed	1
19	984	Directed	1
986	985	Directed	1
987	985	Directed	1
713	988	Directed	1
8	988	Directed	1
990	989	Directed	1
40	989	Directed	1
14	991	Directed	1
406	991	Directed	1
61	992	Directed	1
993	992	Directed	1
247	995	Directed	1
78	995	Directed	1
248	995	Directed	1
61	996	Directed	1
997	996	Directed	1
999	998	Directed	1
43	998	Directed	1
8	1000	Directed	1
58	1000	Directed	1
1001	1000	Directed	1
14	1002	Directed	1
511	1002	Directed	1
79	1004	Directed	1
47	1004	Directed	1
8	1007	Directed	1
1008	1007	Directed	1
527	1010	Directed	1
43	1010	Directed	1
8	1011	Directed	1
1012	1011	Directed	1
8	1013	Directed	1
497	1013	Directed	1
14	1014	Directed	1
588	1014	Directed	1
8	1015	Directed	1
1016	1015	Directed	1
38	1017	Directed	1
32	1017	Directed	1
251	1017	Directed	1
1018	1017	Directed	1
14	1019	Directed	1
426	1019	Directed	1
860	1020	Directed	1
276	1020	Directed	1
58	1021	Directed	1
1001	1021	Directed	1
1024	1023	Directed	1
8	1023	Directed	1
1026	1025	Directed	1
179	1025	Directed	1
58	1027	Directed	1
1028	1027	Directed	1
58	1029	Directed	1
1030	1029	Directed	1
116	1033	Directed	1
880	1033	Directed	1
8	1034	Directed	1
1035	1034	Directed	1
8	1034	Directed	1
1037	1036	Directed	1
1038	1036	Directed	1
754	1039	Directed	1
1040	1039	Directed	1
116	1041	Directed	1
1042	1041	Directed	1
1044	1043	Directed	1
47	1043	Directed	1
3	1045	Directed	1
8	1045	Directed	1
905	1045	Directed	1
1047	1046	Directed	1
47	1046	Directed	1
14	1048	Directed	1
646	1048	Directed	1
14	1050	Directed	1
1051	1050	Directed	1
14	1052	Directed	1
541	1052	Directed	1
171	1053	Directed	1
49	1053	Directed	1
115	1054	Directed	1
700	1054	Directed	1
380	1056	Directed	1
164	1056	Directed	1
115	1057	Directed	1
1058	1057	Directed	1
91	1061	Directed	1
1062	1061	Directed	1
61	1065	Directed	1
1066	1065	Directed	1
251	1067	Directed	1
1068	1067	Directed	1
31	1069	Directed	1
78	1069	Directed	1
66	1069	Directed	1
8	1070	Directed	1
1071	1070	Directed	1
14	1072	Directed	1
477	1072	Directed	1
251	1073	Directed	1
69	1073	Directed	1
1075	1074	Directed	1
248	1074	Directed	1
58	1076	Directed	1
905	1076	Directed	1
47	1076	Directed	1
118	1077	Directed	1
181	1077	Directed	1
502	1077	Directed	1
316	1077	Directed	1
69	1077	Directed	1
3	1078	Directed	1
1079	1078	Directed	1
14	1080	Directed	1
509	1080	Directed	1
720	1081	Directed	1
971	1081	Directed	1
1082	1081	Directed	1
972	1083	Directed	1
8	1083	Directed	1
1085	1084	Directed	1
132	1084	Directed	1
118	1086	Directed	1
181	1086	Directed	1
61	1087	Directed	1
178	1087	Directed	1
604	1087	Directed	1
61	1091	Directed	1
1092	1091	Directed	1
8	1093	Directed	1
61	1093	Directed	1
1094	1093	Directed	1
35	1095	Directed	1
1096	1095	Directed	1
622	1097	Directed	1
43	1097	Directed	1
91	1098	Directed	1
1099	1098	Directed	1
839	1100	Directed	1
47	1100	Directed	1
61	1101	Directed	1
70	1101	Directed	1
132	1101	Directed	1
1105	1104	Directed	1
12	1104	Directed	1
234	1106	Directed	1
219	1106	Directed	1
43	1106	Directed	1
1108	1107	Directed	1
31	1107	Directed	1
251	1109	Directed	1
561	1109	Directed	1
58	1110	Directed	1
1111	1110	Directed	1
38	1112	Directed	1
8	1112	Directed	1
553	1112	Directed	1
47	1112	Directed	1
8	1115	Directed	1
38	1115	Directed	1
8	1115	Directed	1
626	1115	Directed	1
43	1117	Directed	1
69	1117	Directed	1
8	1117	Directed	1
324	1117	Directed	1
91	1118	Directed	1
1119	1118	Directed	1
15	1120	Directed	1
12	1120	Directed	1
426	1121	Directed	1
12	1121	Directed	1
61	1122	Directed	1
226	1122	Directed	1
14	1123	Directed	1
1124	1123	Directed	1
61	1126	Directed	1
1127	1126	Directed	1
3	1128	Directed	1
69	1128	Directed	1
8	1128	Directed	1
14	1129	Directed	1
212	1129	Directed	1
8	1131	Directed	1
35	1131	Directed	1
183	1131	Directed	1
353	1133	Directed	1
43	1133	Directed	1
690	1134	Directed	1
234	1134	Directed	1
826	1135	Directed	1
47	1135	Directed	1
58	1137	Directed	1
725	1137	Directed	1
1139	1138	Directed	1
29	1138	Directed	1
32	1140	Directed	1
251	1140	Directed	1
917	1140	Directed	1
981	1141	Directed	1
293	1141	Directed	1
171	1142	Directed	1
728	1142	Directed	1
14	1143	Directed	1
1144	1143	Directed	1
8	1145	Directed	1
62	1145	Directed	1
14	1146	Directed	1
1147	1146	Directed	1
1149	1148	Directed	1
43	1148	Directed	1
14	1150	Directed	1
256	1150	Directed	1
5	1151	Directed	1
164	1151	Directed	1
91	1152	Directed	1
370	1152	Directed	1
91	1153	Directed	1
1154	1153	Directed	1
91	1156	Directed	1
1105	1156	Directed	1
986	1157	Directed	1
1158	1157	Directed	1
61	1159	Directed	1
1160	1159	Directed	1
8	1161	Directed	1
1162	1161	Directed	1
209	1163	Directed	1
78	1163	Directed	1
637	1163	Directed	1
58	1164	Directed	1
1165	1164	Directed	1
116	1166	Directed	1
648	1166	Directed	1
1168	1167	Directed	1
43	1167	Directed	1
994	1169	Directed	1
704	1169	Directed	1
8	1169	Directed	1
61	1170	Directed	1
1171	1170	Directed	1
118	1172	Directed	1
586	1172	Directed	1
47	1172	Directed	1
8	1173	Directed	1
1174	1173	Directed	1
1176	1175	Directed	1
47	1175	Directed	1
14	1177	Directed	1
1178	1177	Directed	1
1068	1179	Directed	1
47	1179	Directed	1
145	1180	Directed	1
58	1180	Directed	1
1182	1181	Directed	1
219	1181	Directed	1
251	1181	Directed	1
1184	1183	Directed	1
1035	1183	Directed	1
8	1183	Directed	1
8	1185	Directed	1
1186	1185	Directed	1
58	1187	Directed	1
1108	1187	Directed	1
1105	1188	Directed	1
29	1188	Directed	1
390	1189	Directed	1
248	1189	Directed	1
234	1190	Directed	1
8	1190	Directed	1
248	1190	Directed	1
145	1191	Directed	1
1119	1191	Directed	1
443	1193	Directed	1
105	1193	Directed	1
656	1194	Directed	1
248	1194	Directed	1
12	1194	Directed	1
118	1195	Directed	1
679	1195	Directed	1
344	1196	Directed	1
32	1196	Directed	1
40	1196	Directed	1
61	1197	Directed	1
864	1197	Directed	1
8	1198	Directed	1
1199	1198	Directed	1
990	1200	Directed	1
12	1200	Directed	1
8	1201	Directed	1
149	1201	Directed	1
61	1202	Directed	1
1203	1202	Directed	1
1205	1204	Directed	1
43	1204	Directed	1
1207	1206	Directed	1
1208	1206	Directed	1
1210	1209	Directed	1
47	1209	Directed	1
1212	1211	Directed	1
12	1211	Directed	1
14	1213	Directed	1
316	1213	Directed	1
69	1213	Directed	1
8	1214	Directed	1
61	1214	Directed	1
604	1214	Directed	1
8	1215	Directed	1
1216	1215	Directed	1
14	1218	Directed	1
118	1218	Directed	1
1219	1218	Directed	1
1222	1221	Directed	1
